Couldn't parse time report using CPU and wall-clock format: trying Wall-clock only
  delta/mean delta/orJob     original                   new       module name
   +0.200569      +0.00%         7.28 ms/ev ->         8.90 ms/ev muonsFromCosmics1Leg
   -0.198422      -0.00%        10.01 ms/ev ->         8.20 ms/ev conversions
   +0.182910      +0.01%        78.78 ms/ev ->        94.64 ms/ev conversionTrackCandidates
   +0.182098      +0.00%        13.76 ms/ev ->        16.51 ms/ev muonsFromCosmics
   +0.158551      +0.00%        35.72 ms/ev ->        41.87 ms/ev siPixelRecHits
   -0.148805      -0.01%        52.90 ms/ev ->        45.58 ms/ev photonIDValueMaps
   +0.140166      +0.00%        37.89 ms/ev ->        43.60 ms/ev HGCalUncalibRecHit
   +0.139758      +0.00%        45.06 ms/ev ->        51.83 ms/ev tevMuons
   +0.134722      +0.00%        13.19 ms/ev ->        15.10 ms/ev hgcalTrackCollection
   -0.131422      -2.85%     33239.90 ms/ev ->     29140.80 ms/ev FEVTDEBUGHLToutput
   +0.131298      +0.01%       147.78 ms/ev ->       168.55 ms/ev cosmicMuons1Leg
   -0.128535      -0.00%        35.56 ms/ev ->        31.26 ms/ev cosmicDCSeeds
   +0.126515      +0.01%        54.95 ms/ev ->        62.37 ms/ev globalMuons
   -0.126024      -0.00%         8.13 ms/ev ->         7.17 ms/ev particleFlowEGamma
   -0.124254      -0.00%        12.93 ms/ev ->        11.41 ms/ev mtdClusters
   +0.122689      +0.01%       112.85 ms/ev ->       127.60 ms/ev cosmicMuons
   +0.118513      +0.09%      1031.93 ms/ev ->      1161.93 ms/ev muonSimClassifier
   +0.117003      +0.01%        95.56 ms/ev ->       107.43 ms/ev detachedQuadStepHitDoublets
   +0.115169      +0.00%        35.42 ms/ev ->        39.75 ms/ev standAloneMuons
   +0.115094      +0.00%        40.61 ms/ev ->        45.57 ms/ev refittedStandAloneMuons
   +0.109745      +0.00%        46.23 ms/ev ->        51.60 ms/ev ak4TrackJets
   +0.105000      +0.00%         8.41 ms/ev ->         9.34 ms/ev particleFlow
   -0.092797      -0.00%        15.46 ms/ev ->        14.09 ms/ev electronMergedSeeds
   -0.092529      -0.00%         7.09 ms/ev ->         6.47 ms/ev EcalHaloData
   +0.087952      +0.00%        30.22 ms/ev ->        33.00 ms/ev ak4PFJets
   +0.074524      +0.00%        73.32 ms/ev ->        79.00 ms/ev displacedStandAloneMuons
   +0.073224      +0.00%         5.96 ms/ev ->         6.41 ms/ev photonCoreFromMultiCl
   +0.069757      +0.00%        19.28 ms/ev ->        20.68 ms/ev muonSeededTrackCandidatesInOut
   +0.068051      +0.00%        20.14 ms/ev ->        21.56 ms/ev generalTracks
   -0.065846      -0.01%       117.73 ms/ev ->       110.23 ms/ev particleFlowRecHitHBHE
   +0.065669      +0.04%       795.89 ms/ev ->       849.93 ms/ev electronCkfTrackCandidatesFromMultiCl
   +0.064747      +0.01%       109.92 ms/ev ->       117.27 ms/ev inclusiveVertexFinder
   -0.064519      -0.00%         8.01 ms/ev ->         7.51 ms/ev photons
   -0.061321      -0.00%         8.81 ms/ev ->         8.28 ms/ev photonsFromMultiCl
   -0.060553      -0.05%      1134.69 ms/ev ->      1068.00 ms/ev particleFlowDisplacedVertex
   -0.057164      -0.55%     14348.10 ms/ev ->     13550.70 ms/ev unsortedOfflinePrimaryVertices4D
   +0.055501      +0.00%         6.60 ms/ev ->         6.97 ms/ev electronMergedSeedsFromMultiCl
   +0.052831      +0.01%       233.14 ms/ev ->       245.79 ms/ev gsfGeneralInOutOutInConversionTrackMerger
   -0.052501      -0.00%        13.12 ms/ev ->        12.45 ms/ev towerMaker
   +0.052325      +0.00%        66.45 ms/ev ->        70.02 ms/ev muonMETValueMapProducer
   +0.051931      +0.00%       122.10 ms/ev ->       128.61 ms/ev inclusiveCandidateVertexFinder
   -0.051738      -0.00%        10.87 ms/ev ->        10.32 ms/ev reducedEcalRecHitsEB
   +0.050526      +0.00%        36.65 ms/ev ->        38.55 ms/ev uncleanedOnlyPfTrack
   +0.050433      +0.01%       391.24 ms/ev ->       411.49 ms/ev trackVertexArbitrator
   +0.050169      +0.00%       122.60 ms/ev ->       128.91 ms/ev inclusiveCandidateVertexFinderCvsL
   +0.050078      +0.00%        33.38 ms/ev ->        35.09 ms/ev cosmicsVetoTrackCandidates
  ---------- ------------     --------                  ----       ------------
Job total:  143.681 s/ev ==> 146.259 s/ev
