Couldn't parse time report using CPU and wall-clock format: trying Wall-clock only
  delta/mean delta/orJob     original                   new       module name
   -0.052874      -0.03%        44.34 ms/ev ->        42.05 ms/ev ca8PFJetsCHSprunedForBoostedTaus
  ---------- ------------     --------                  ----       ------------
Job total:  7.39551 s/ev ==> 7.2455 s/ev

The same excluding the first 1 events
  delta/mean delta/orJob     original                   new       module name
  ---------- ------------     --------                  ----       ------------
   +1.102251      +0.02%         0.48 ms/ev ->         1.66 ms/ev reducedEgamma
   -0.700409      -0.01%         0.69 ms/ev ->         0.33 ms/ev pfCandsNoJetsNoEleNoHF
   +0.665872      +0.01%         0.63 ms/ev ->         1.26 ms/ev pfMassIndependentDeepDoubleBvLJetTagsSlimmedAK8DeepTags
   +0.635051      +0.01%         0.65 ms/ev ->         1.26 ms/ev pfDeepDoubleCvLJetTagsSlimmedAK8DeepTags
   +0.628407      +0.01%         0.66 ms/ev ->         1.26 ms/ev pfDeepDoubleBvLJetTagsSlimmedAK8DeepTags
   +0.622692      +0.01%         0.67 ms/ev ->         1.28 ms/ev pfMassIndependentDeepDoubleCvLJetTagsSlimmedAK8DeepTags
   +0.620227      +0.01%         0.66 ms/ev ->         1.26 ms/ev pfDeepDoubleCvBJetTagsSlimmedAK8DeepTags
   +0.614307      +0.06%         4.43 ms/ev ->         8.36 ms/ev patElectronsFromMultiCl
   +0.548137      +0.01%         0.83 ms/ev ->         1.45 ms/ev pfMassIndependentDeepDoubleCvBJetTagsSlimmedAK8DeepTags
   -0.360536      -0.01%         1.33 ms/ev ->         0.92 ms/ev patPFMetTxyCorr
   -0.346445      -0.01%         1.32 ms/ev ->         0.93 ms/ev muPFIsoDepositChargedAllPAT
   -0.256611      -0.00%         1.38 ms/ev ->         1.06 ms/ev ak8PFJetsPuppiSoftDrop
   -0.210536      -0.01%         3.28 ms/ev ->         2.65 ms/ev lostTracks
   +0.094958      +0.02%        10.79 ms/ev ->        11.86 ms/ev cleanedEcalDrivenGsfElectronsFromMultiCl
   -0.089869      -0.02%        12.36 ms/ev ->        11.30 ms/ev pfRecoTauTagInfoProducerBoosted
   -0.083745      -0.01%         8.11 ms/ev ->         7.46 ms/ev puppiForMET
   -0.073878      -0.02%        16.64 ms/ev ->        15.45 ms/ev hpsPFTauPrimaryVertexProducerBoosted
   -0.073004      -0.02%        19.40 ms/ev ->        18.03 ms/ev recoTauAK4PFJets08RegionBoosted
   -0.070684      -0.20%       205.44 ms/ev ->       191.42 ms/ev primaryVertexAssociation
   -0.069245      -0.16%       169.66 ms/ev ->       158.31 ms/ev pfPileUpIsoPFBRECO
   -0.069189      -0.01%        14.97 ms/ev ->        13.97 ms/ev ak4PFJetsCHSNoHF
   -0.066302      -0.11%       125.63 ms/ev ->       117.56 ms/ev packedPFCandidates
   -0.065590      -0.11%       122.58 ms/ev ->       114.80 ms/ev pfPileUpJMENoHF
   -0.064834      -0.15%       168.65 ms/ev ->       158.06 ms/ev pfCandidateToVertexAssociation
   -0.059650      -0.18%       223.54 ms/ev ->       210.59 ms/ev hgcElectronID
   -0.059248      -0.21%       253.83 ms/ev ->       239.22 ms/ev hgcPhotonID
   -0.058828      -0.17%       206.99 ms/ev ->       195.16 ms/ev pfNoPileUpJMENoHF
   -0.058509      -0.01%        10.10 ms/ev ->         9.53 ms/ev ak4PFJetsPuppi
   -0.058223      -0.03%        41.50 ms/ev ->        39.15 ms/ev ak4PFJetsRecoTauChargedHadronsBoosted
   -0.058106      -0.03%        43.55 ms/ev ->        41.09 ms/ev ca8PFJetsCHSprunedForBoostedTaus
   -0.058031      -0.01%         6.40 ms/ev ->         6.04 ms/ev hpsPFTauProducerSansRefsBoosted
   -0.057390      -0.07%        83.37 ms/ev ->        78.72 ms/ev NjettinessAK8
   -0.055777      -0.04%        49.46 ms/ev ->        46.78 ms/ev chargedHadronTrackResolutionFilter
   -0.054783      -0.08%       109.35 ms/ev ->       103.52 ms/ev combinatoricRecoTausBoosted
   -0.052541      -0.08%       108.88 ms/ev ->       103.30 ms/ev MINIAODSIMoutput
   -0.051995      -0.08%       117.59 ms/ev ->       111.63 ms/ev isolatedTracks
   +0.050532      +0.08%       107.54 ms/ev ->       113.11 ms/ev hpsPFTauNeutralIsoPtSumWeightdR03Boosted
   -0.050431      -0.21%       296.05 ms/ev ->       281.49 ms/ev muonPUPPINoLeptonsIsolation
  ---------- ------------     --------                  ----       ------------
Job total:  7.05247 s/ev ==> 6.85112 s/ev
