Couldn't parse time report using CPU and wall-clock format: trying Wall-clock only
  delta/mean delta/orJob     original                   new       module name
   +0.060954      +0.09%       101.18 ms/ev ->       107.54 ms/ev hpsPFTauNeutralIsoPtSumWeightdR03Boosted
   +0.059908      +0.13%       144.99 ms/ev ->       153.94 ms/ev hpsPFTauPUcorrPtSumBoosted
   +0.059875      +0.01%        11.65 ms/ev ->        12.36 ms/ev pfRecoTauTagInfoProducerBoosted
   +0.059441      +0.13%       144.46 ms/ev ->       153.31 ms/ev hpsPFTauDiscriminationByTightCombinedIsolationDBSumPtCorr3HitsBoosted
   +0.059214      +0.13%       144.38 ms/ev ->       153.19 ms/ev hpsPFTauDiscriminationByMediumCombinedIsolationDBSumPtCorr3HitsBoosted
   +0.057135      +0.04%        43.22 ms/ev ->        45.76 ms/ev pileupJetId
   +0.056250      +0.02%        24.23 ms/ev ->        25.63 ms/ev pfImpactParameterTagInfosPuppi
   +0.055364      +0.12%       145.64 ms/ev ->       153.94 ms/ev hpsPFTauDiscriminationByRawCombinedIsolationDBSumPtCorr3HitsBoosted
   +0.055329      +0.16%       194.38 ms/ev ->       205.44 ms/ev primaryVertexAssociation
   +0.055311      +0.65%       784.80 ms/ev ->       829.45 ms/ev pfNoPileUpIsoPFBRECO
   +0.054175      +0.08%       103.59 ms/ev ->       109.35 ms/ev combinatoricRecoTausBoosted
   +0.053600      +0.01%        10.22 ms/ev ->        10.79 ms/ev cleanedEcalDrivenGsfElectronsFromMultiCl
   +0.052751      +0.17%       212.05 ms/ev ->       223.54 ms/ev hgcElectronID
   +0.050817      +0.12%       160.29 ms/ev ->       168.65 ms/ev pfCandidateToVertexAssociation
  ---------- ------------     --------                  ----       ------------
Job total:  6.84292 s/ev ==> 7.05247 s/ev
