Couldn't parse time report using CPU and wall-clock format: trying Wall-clock only
  delta/mean delta/orJob     original                   new       module name
   +0.105902      +0.01%         5.17 ms/ev ->         5.75 ms/ev pfImpactParameterAK8TagInfosAK8Puppi
   +0.094430      +0.23%       155.49 ms/ev ->       170.91 ms/ev hpsPFTauDiscriminationByLooseCombinedIsolationDBSumPtCorr3HitsBoosted
   +0.094074      +0.82%       561.35 ms/ev ->       616.76 ms/ev patMuons
   +0.091577      +0.22%       157.71 ms/ev ->       172.85 ms/ev hpsPFTauPUcorrPtSumdR03Boosted
   +0.088707      +0.14%       105.37 ms/ev ->       115.15 ms/ev hpsPFTauDiscriminationByPhotonPtSumOutsideSignalConeBoosted
   +0.087978      +0.21%       157.99 ms/ev ->       172.53 ms/ev hpsPFTauDiscriminationByRawCombinedIsolationDBSumPtCorr3HitsBoosted
   +0.084610      +0.14%       108.37 ms/ev ->       117.94 ms/ev hpsPFTauNeutralIsoPtSumWeightdR03Boosted
   +0.077524      +0.13%       109.06 ms/ev ->       117.86 ms/ev hpsPFTauNeutralIsoPtSumWeightBoosted
   +0.076652      +0.03%        27.36 ms/ev ->        29.54 ms/ev patPFMet
   +0.075302      +0.02%        14.29 ms/ev ->        15.41 ms/ev prunedGenParticlesWithStatusOne
   +0.074366      +0.18%       158.28 ms/ev ->       170.50 ms/ev hpsPFTauDiscriminationByTightCombinedIsolationDBSumPtCorr3HitsBoosted
   +0.073627      +0.03%        27.60 ms/ev ->        29.71 ms/ev patMETs
   +0.069956      +0.46%       433.18 ms/ev ->       464.58 ms/ev puppi
   +0.068277      +0.03%        25.46 ms/ev ->        27.26 ms/ev muPFIsoDepositPUPAT
   +0.065133      +0.01%        11.78 ms/ev ->        12.57 ms/ev pfRecoTauTagInfoProducerBoosted
   +0.062777      +0.10%       100.29 ms/ev ->       106.79 ms/ev MINIAODSIMoutput
   +0.062050      +0.01%        14.34 ms/ev ->        15.26 ms/ev ak4PFJetsCHSNoHF
   +0.061649      +0.71%       754.61 ms/ev ->       802.61 ms/ev pfNoPileUpIsoPFBRECO
   +0.060478      +0.01%         6.08 ms/ev ->         6.46 ms/ev hpsPFTauProducerSansRefsBoosted
   +0.056189      +0.15%       174.58 ms/ev ->       184.67 ms/ev packedPFCandidates
   +0.056157      +0.01%         9.72 ms/ev ->        10.29 ms/ev ak4PFJetsPuppi
   +0.055571      +0.01%         9.67 ms/ev ->        10.22 ms/ev cleanedEcalDrivenGsfElectronsFromMultiCl
   +0.055112      +0.17%       206.36 ms/ev ->       218.05 ms/ev primaryVertexAssociation
   +0.054554      +0.01%         7.00 ms/ev ->         7.39 ms/ev patTaus
   +0.053969      +0.17%       206.56 ms/ev ->       218.02 ms/ev hgcElectronID
   +0.051348      +0.01%        11.96 ms/ev ->        12.59 ms/ev ak8PFJetsCHSSoftDrop
   +0.050976      +0.00%         6.47 ms/ev ->         6.81 ms/ev TrkCands
   +0.050328      +0.18%       234.02 ms/ev ->       246.10 ms/ev hgcPhotonID
  ---------- ------------     --------                  ----       ------------
Job total:  6.77354 s/ev ==> 7.23025 s/ev
