Couldn't parse time report using CPU and wall-clock format: trying Wall-clock only
  delta/mean delta/orJob     original                   new       module name
   -0.239199      -0.01%        36.58 ms/ev ->        28.76 ms/ev standAloneMuons
   +0.236769      +0.00%         2.53 ms/ev ->         3.21 ms/ev lowPtTripletStepSeedLayers
   +0.232541      +0.00%         2.36 ms/ev ->         2.98 ms/ev particleBasedIsolation
   +0.231619      +0.00%         3.24 ms/ev ->         4.09 ms/ev hpsSelectionDiscriminator
   +0.220716      +0.10%       496.84 ms/ev ->       620.11 ms/ev highPtTripletStepHitTriplets
   +0.220646      +0.01%        43.77 ms/ev ->        54.62 ms/ev photonIDValueMaps
   +0.219493      +0.00%         7.17 ms/ev ->         8.94 ms/ev particleFlowTmp
   -0.218609      -0.01%        41.95 ms/ev ->        33.69 ms/ev refittedStandAloneMuons
   +0.213028      +0.00%         1.60 ms/ev ->         1.98 ms/ev particleFlowClusterECALUncorrected
   +0.212587      +0.00%         1.48 ms/ev ->         1.84 ms/ev particleFlowClusterOOTECALUncorrected
   +0.212149      +0.00%         0.49 ms/ev ->         0.61 ms/ev gedPhotons
   +0.212066      +0.00%        10.88 ms/ev ->        13.46 ms/ev particleFlow
   +0.211155      +0.00%         0.45 ms/ev ->         0.56 ms/ev pfChMet
   +0.205154      +0.00%         0.89 ms/ev ->         1.09 ms/ev hpsPFTauDiscriminationByLooseMuonRejection3
   +0.204999      +0.01%        80.92 ms/ev ->        99.40 ms/ev initialStepHitDoublets
   +0.200284      +0.08%       470.08 ms/ev ->       574.71 ms/ev initialStepHitQuadruplets
   -0.200194      -0.01%        59.52 ms/ev ->        48.69 ms/ev globalMuons
   -0.196589      -0.10%       709.30 ms/ev ->       582.34 ms/ev hgcalLayerClusters
   +0.194553      +0.00%         5.10 ms/ev ->         6.20 ms/ev dt4DSegments
   +0.194001      +0.00%         5.79 ms/ev ->         7.04 ms/ev gedPhotonsTmp
   +0.187080      +0.00%         5.20 ms/ev ->         6.27 ms/ev pfPileUpAllChargedParticles
   +0.182335      +0.00%        23.66 ms/ev ->        28.41 ms/ev ak8PFJetsCHS
   +0.180406      +0.00%        32.44 ms/ev ->        38.88 ms/ev cosmicsVetoTrackCandidates
   +0.176190      +0.01%        47.37 ms/ev ->        56.52 ms/ev hbhereco
   +0.176152      +0.01%        58.44 ms/ev ->        69.72 ms/ev particleFlowTmpBarrel
   +0.159325      +0.01%        45.07 ms/ev ->        52.87 ms/ev siPixelRecHits
   +0.156627      +0.00%         8.57 ms/ev ->        10.02 ms/ev recoTauAK4PFJets08Region
   -0.155165      -0.01%        96.52 ms/ev ->        82.62 ms/ev inclusiveVertexFinder
   +0.150864      +0.00%        14.69 ms/ev ->        17.09 ms/ev dedxPixelHarmonic2
   -0.142545      -0.01%       107.74 ms/ev ->        93.40 ms/ev inclusiveCandidateVertexFinderCvsL
   -0.130693      -0.01%       107.08 ms/ev ->        93.94 ms/ev inclusiveCandidateVertexFinder
   +0.129446      +0.00%        42.38 ms/ev ->        48.24 ms/ev tofPID
   -0.128912      -0.01%        77.78 ms/ev ->        68.36 ms/ev displacedStandAloneMuons
   +0.123910      +0.00%        13.18 ms/ev ->        14.92 ms/ev caloTowerForTrk
   +0.120929      +0.00%        20.88 ms/ev ->        23.57 ms/ev ak4PFJetsCHS
   +0.120340      +0.02%       152.28 ms/ev ->       171.77 ms/ev hpsPFTauDiscriminationByMediumCombinedIsolationDBSumPtCorr3Hits
   +0.113147      +0.00%        34.19 ms/ev ->        38.29 ms/ev ak4PFJets
   +0.112851      +0.01%        65.45 ms/ev ->        73.28 ms/ev simPFProducer
   -0.111526      -0.00%        10.75 ms/ev ->         9.62 ms/ev reducedEcalRecHitsEB
   +0.111262      +0.20%      2243.75 ms/ev ->      2508.10 ms/ev detachedQuadStepHitQuadruplets
   +0.108550      +0.00%        55.71 ms/ev ->        62.10 ms/ev trackTimeValueMapProducer
   -0.107098      -0.00%        20.01 ms/ev ->        17.98 ms/ev muonSeededTrackCandidatesInOut
   +0.106138      +0.00%        13.10 ms/ev ->        14.56 ms/ev hpsPFTauProducerSansRefs
   +0.105473      +0.01%        69.06 ms/ev ->        76.74 ms/ev siPixelClustersPreSplitting
   +0.104280      +0.01%       162.33 ms/ev ->       180.19 ms/ev pfPileUpJME
   +0.103330      +0.01%        84.96 ms/ev ->        94.21 ms/ev hgcalDigis
   +0.102721      +0.00%         6.99 ms/ev ->         7.75 ms/ev initialStepSelector
   +0.102317      +0.00%         6.88 ms/ev ->         7.62 ms/ev pfCombinedMVAV2BJetTags
   +0.099239      +0.00%         7.87 ms/ev ->         8.69 ms/ev particleFlowClusterHCAL
   +0.099140      +0.00%        49.65 ms/ev ->        54.83 ms/ev HGCalUncalibRecHit
   +0.097978      +0.01%       144.97 ms/ev ->       159.91 ms/ev cosmicsVeto
   +0.097291      +0.01%        79.39 ms/ev ->        87.51 ms/ev highPtTripletStepHitDoublets
   +0.094890      +0.01%       192.29 ms/ev ->       211.44 ms/ev combinatoricRecoTaus
   +0.094700      +0.62%      8131.13 ms/ev ->      8939.41 ms/ev unsortedOfflinePrimaryVertices4DnoPID
   +0.094463      +0.00%        50.66 ms/ev ->        55.69 ms/ev CSCHaloData
   +0.092750      +0.00%        38.32 ms/ev ->        42.05 ms/ev lowPtGsfElePfTracks
   +0.092533      +0.00%         6.38 ms/ev ->         7.00 ms/ev particleFlowClusterHBHE
   +0.091219      +0.04%       551.88 ms/ev ->       604.63 ms/ev lowPtQuadStepHitQuadruplets
   +0.089237      +0.02%       284.49 ms/ev ->       311.06 ms/ev lowPtTripletStepHitTriplets
   +0.088417      +0.00%        52.43 ms/ev ->        57.28 ms/ev firstStepPrimaryVertices
   +0.084955      +0.02%       356.95 ms/ev ->       388.62 ms/ev particleFlowClusterHGCalFromMultiCl
   +0.084779      +0.00%        33.34 ms/ev ->        36.30 ms/ev detachedQuadStepSeeds
   +0.083181      +0.00%        21.98 ms/ev ->        23.89 ms/ev muPFIsoDepositPU
   +0.082677      +0.01%       113.86 ms/ev ->       123.69 ms/ev detachedQuadStepHitDoublets
   +0.082301      +0.01%       106.35 ms/ev ->       115.47 ms/ev lowPtQuadStepSeeds
   +0.081489      +0.00%        68.47 ms/ev ->        74.29 ms/ev siPixelClusters
   +0.080746      +0.00%        16.58 ms/ev ->        17.97 ms/ev lowPtTripletStepSeeds
   -0.079476      -0.02%       343.60 ms/ev ->       317.33 ms/ev trackVertexArbitrator
   +0.079455      +0.00%        46.19 ms/ev ->        50.01 ms/ev highPtTripletStepSeeds
   +0.079267      +0.01%       151.65 ms/ev ->       164.17 ms/ev hpsPFTauDiscriminationByMediumCombinedIsolationDBSumPtCorr3HitsdR03
   +0.077281      +0.01%       212.67 ms/ev ->       229.77 ms/ev initialStepSeeds
   +0.076585      +0.00%         6.02 ms/ev ->         6.49 ms/ev uncleanedHybridSuperClusters
   +0.075695      +0.01%       152.01 ms/ev ->       163.97 ms/ev hpsPFTauDiscriminationByRawCombinedIsolationDBSumPtCorr3Hits
   -0.075096      -0.00%         5.42 ms/ev ->         5.02 ms/ev muonSeededTracksInOut
   -0.075022      -0.00%        24.64 ms/ev ->        22.86 ms/ev lowPtGsfEleGsfTracks
   +0.074837      +0.00%        67.42 ms/ev ->        72.67 ms/ev lowPtQuadStepHitDoublets
   -0.074465      -0.00%         6.09 ms/ev ->         5.65 ms/ev photonCoreFromMultiCl
   +0.074364      +0.01%        99.51 ms/ev ->       107.20 ms/ev hpsPFTauDiscriminationByPhotonPtSumOutsideSignalCone
   +0.072760      +0.00%        41.39 ms/ev ->        44.51 ms/ev lowPtTripletStepHitDoublets
   +0.072409      +0.00%        13.20 ms/ev ->        14.20 ms/ev towerMakerWithHO
   +0.072286      +0.00%         8.59 ms/ev ->         9.23 ms/ev conversions
   +0.070948      +0.00%        26.21 ms/ev ->        28.14 ms/ev siPixelClusterShapeCache
   +0.069160      +0.01%       114.48 ms/ev ->       122.68 ms/ev particleFlowRecHitHBHE
   -0.066669      -0.00%        17.34 ms/ev ->        16.23 ms/ev hpsPFTauPrimaryVertexProducer
   +0.065818      +0.00%         6.42 ms/ev ->         6.86 ms/ev EcalHaloData
   +0.063783      +0.02%       417.19 ms/ev ->       444.67 ms/ev duplicateTrackCandidates
   +0.063496      +0.04%       737.78 ms/ev ->       786.16 ms/ev particleFlowSuperClusterHGCal
   -0.060158      -0.00%         5.86 ms/ev ->         5.51 ms/ev lowPtGsfEleCkfTrackCandidates
   -0.059776      -0.00%        10.37 ms/ev ->         9.77 ms/ev lowPtGsfElectronCores
   +0.059564      +0.09%      1825.09 ms/ev ->      1937.13 ms/ev initialStepTrackCandidates
   +0.058873      +0.00%        82.12 ms/ev ->        87.10 ms/ev lowPtTripletStepTracks
   +0.058570      +0.02%       485.36 ms/ev ->       514.64 ms/ev pfNoPileUpJME
   -0.058259      -0.00%         5.85 ms/ev ->         5.52 ms/ev gedGsfElectronCores
   +0.058006      +0.00%         7.72 ms/ev ->         8.18 ms/ev photons
   +0.057182      +0.02%       406.57 ms/ev ->       430.51 ms/ev initialStepTracks
   +0.056047      +0.00%        13.89 ms/ev ->        14.69 ms/ev towerMaker
   +0.053358      +0.00%        21.98 ms/ev ->        23.19 ms/ev generalTracks
   +0.053222      +0.00%        15.67 ms/ev ->        16.53 ms/ev hgcalTrackCollection
   +0.052494      +0.05%      1121.10 ms/ev ->      1181.54 ms/ev lowPtGsfElectronSeeds
   +0.051904      +0.02%       580.60 ms/ev ->       611.54 ms/ev tripletElectronSeeds
   -0.051636      -0.00%        14.42 ms/ev ->        13.70 ms/ev electronMergedSeeds
   +0.050693      +0.00%        39.34 ms/ev ->        41.38 ms/ev uncleanedOnlyPfTrack
   -0.050119      -0.02%       413.49 ms/ev ->       393.27 ms/ev candidateVertexArbitratorCvsL
   +0.050116      +0.00%        66.10 ms/ev ->        69.50 ms/ev detachedQuadStepTracks
  ---------- ------------     --------                  ----       ------------
Job total:  129.518 s/ev ==> 121.366 s/ev

The same excluding the first 1 events
  delta/mean delta/orJob     original                   new       module name
  ---------- ------------     --------                  ----       ------------
   -1.941585      -0.00%         1.07 ms/ev ->         0.02 ms/ev muonSeededTrackCandidatesOutIn
   -1.875042      -0.00%         0.35 ms/ev ->         0.01 ms/ev uncleanedOnlyPfTrackElec
   -1.836599      -0.00%         0.60 ms/ev ->         0.03 ms/ev muonSeededTrackCandidatesOutInDisplaced
   -1.835842      -0.00%         1.26 ms/ev ->         0.05 ms/ev muonSeededSeedsOutInDisplaced
   -1.725499      -0.00%         0.31 ms/ev ->         0.02 ms/ev muonSeededSeedsOutIn
   -1.680978      -0.00%         1.27 ms/ev ->         0.11 ms/ev uncleanedOnlyConversionTrackCandidates
   -1.517983      -0.00%         0.39 ms/ev ->         0.05 ms/ev uncleanedOnlyElectronSeeds
   -1.374124      -0.00%         0.02 ms/ev ->         0.00 ms/ev interestingOotGamIsoDetIdEB
   -1.321697      -0.00%         0.17 ms/ev ->         0.03 ms/ev uncleanedOnlyGsfElectrons
   -1.308541      -0.00%         0.03 ms/ev ->         0.01 ms/ev uncleanedOnlyGsfElectronCores
   -1.293779      -0.00%         0.22 ms/ev ->         0.05 ms/ev uncleanedOnlyElectronGsfTracks
   -1.276254      -0.00%         0.09 ms/ev ->         0.02 ms/ev muonSeededTracksOutIn
   -1.219964      -0.00%         0.30 ms/ev ->         0.07 ms/ev displacedGlobalMuons
   +0.799544      +0.06%        59.94 ms/ev ->       139.78 ms/ev conversionTrackCandidates
   -0.528592      -7.41%     22572.30 ms/ev ->     13135.00 ms/ev AODSIMoutput
   -0.510876      -4.67%     14624.00 ms/ev ->      8673.05 ms/ev particleFlowClusterHGCal
   -0.504103      -0.00%         8.89 ms/ev ->         5.31 ms/ev muonsFromCosmics1Leg
   +0.386695      +0.00%        10.57 ms/ev ->        15.64 ms/ev vertexMerger
   -0.367300      -0.00%         1.56 ms/ev ->         1.08 ms/ev muonShowerInformation
   -0.365236      -0.01%        36.27 ms/ev ->        25.07 ms/ev standAloneMuons
   -0.362972      -0.01%        59.00 ms/ev ->        40.87 ms/ev globalMuons
   -0.337814      -0.01%        49.06 ms/ev ->        34.88 ms/ev tevMuons
   -0.336815      -0.01%        41.57 ms/ev ->        29.59 ms/ev refittedStandAloneMuons
   -0.318282      -0.00%         3.17 ms/ev ->         2.30 ms/ev interestingGamIsoDetIdEB
   -0.305948      -0.15%       705.27 ms/ev ->       518.12 ms/ev hgcalLayerClusters
   -0.305706      -0.00%        10.52 ms/ev ->         7.73 ms/ev reducedEcalRecHitsEB
   +0.288902      +0.00%         0.73 ms/ev ->         0.97 ms/ev generalInOutOutInConversionTrackMerger
   +0.277411      +0.00%         0.51 ms/ev ->         0.67 ms/ev lowPtGsfElectronID
   +0.275956      +0.00%         3.81 ms/ev ->         5.03 ms/ev HcalHaloData
   +0.266741      +0.00%         1.34 ms/ev ->         1.76 ms/ev particleFlowPtrs
   +0.255125      +0.00%         1.63 ms/ev ->         2.10 ms/ev candidateVertexMerger
   -0.253649      -0.00%         3.31 ms/ev ->         2.57 ms/ev glbTrackQual
   -0.241905      -0.00%         1.94 ms/ev ->         1.52 ms/ev egmElectronIsolationPileUpCITK
   -0.240874      -0.00%         0.58 ms/ev ->         0.45 ms/ev CosmicMuonSeed
