Couldn't parse time report using CPU and wall-clock format: trying Wall-clock only
  delta/mean delta/orJob     original                   new       module name
   +1.644128      +0.01%         0.05 ms/ev ->         0.51 ms/ev hpsPFTauDiscriminationByTightIsolationMVArun2v1PWdR03oldDMwLTBoosted
   +1.640811      +0.03%         0.26 ms/ev ->         2.60 ms/ev caloJetMap
   +1.611222      +0.04%         0.39 ms/ev ->         3.60 ms/ev hpsPFTauDiscriminationByLooseIsolationMVArun2v1DBdR03oldDMwLTBoosted
   +1.601594      +0.02%         0.20 ms/ev ->         1.81 ms/ev hpsPFTauDiscriminationByLooseIsolationMVArun2v1PWdR03oldDMwLTBoosted
   +1.600806      +0.02%         0.20 ms/ev ->         1.79 ms/ev hpsPFTauDiscriminationByLooseIsolationMVArun2v1DBoldDMwLTBoosted
   +1.590044      +0.02%         0.21 ms/ev ->         1.84 ms/ev pfElectrons
   +1.589277      +0.02%         0.20 ms/ev ->         1.77 ms/ev hpsPFTauDiscriminationByLooseIsolationMVArun2v1DBnewDMwLTBoosted
   +1.582471      +1.44%        13.76 ms/ev ->       118.11 ms/ev pfCombinedCvsLJetTagsPuppi
   +1.571783      +0.03%         0.30 ms/ev ->         2.52 ms/ev hpsPFTauDiscriminationByMVA6LooseElectronRejectionBoosted
   +1.549669      +0.00%         0.05 ms/ev ->         0.40 ms/ev hpsPFTauDiscriminationByVVLooseIsolationMVArun2v1DBdR03oldDMwLTBoosted
   +1.545203      +0.03%         0.29 ms/ev ->         2.25 ms/ev hpsPFTauDiscriminationByMVA6VLooseElectronRejectionBoosted
   +1.522255      +0.01%         0.16 ms/ev ->         1.19 ms/ev softPFMuonBJetTagsPuppi
   +1.520833      +0.00%         0.05 ms/ev ->         0.34 ms/ev hpsPFTauDiscriminationByTightIsolationMVArun2v1PWoldDMwLTBoosted
   +1.513849      +0.10%         1.18 ms/ev ->         8.50 ms/ev hpsPFTauDiscriminationByMVA6rawElectronRejectionBoosted
   +1.511962      +0.00%         0.05 ms/ev ->         0.37 ms/ev hpsPFTauDiscriminationByVTightIsolationMVArun2v1PWoldDMwLTBoosted
   +1.508772      +0.00%         0.05 ms/ev ->         0.35 ms/ev hpsPFTauDiscriminationByVVTightIsolationMVArun2v1DBdR03oldDMwLTBoosted
   +1.506427      +0.00%         0.05 ms/ev ->         0.34 ms/ev hpsPFTauDiscriminationByVVTightIsolationMVArun2v1PWnewDMwLTBoosted
   +1.505051      +0.00%         0.05 ms/ev ->         0.35 ms/ev hpsPFTauDiscriminationByTightIsolationMVArun2v1PWnewDMwLTBoosted
   +1.501155      +0.03%         0.32 ms/ev ->         2.27 ms/ev hpsPFTauDiscriminationByMVA6VTightElectronRejectionBoosted
   +1.500000      +0.00%         0.05 ms/ev ->         0.34 ms/ev hpsPFTauDiscriminationByVVLooseIsolationMVArun2v1DBoldDMwLTBoosted
   +1.498721      +0.00%         0.05 ms/ev ->         0.34 ms/ev hpsPFTauDiscriminationByVLooseIsolationMVArun2v1PWnewDMwLTBoosted
   +1.497326      +0.00%         0.05 ms/ev ->         0.33 ms/ev hpsPFTauDiscriminationByMediumIsolationMVArun2v1PWoldDMwLTBoosted
   +1.494845      +0.00%         0.05 ms/ev ->         0.34 ms/ev hpsPFTauDiscriminationByVTightIsolationMVArun2v1DBoldDMwLTBoosted
   +1.494737      +0.00%         0.05 ms/ev ->         0.33 ms/ev hpsPFTauDiscriminationByVVTightIsolationMVArun2v1PWdR03oldDMwLTBoosted
   +1.492386      +0.00%         0.05 ms/ev ->         0.34 ms/ev hpsPFTauDiscriminationByVLooseIsolationMVArun2v1PWdR03oldDMwLTBoosted
   +1.487433      +0.02%         0.31 ms/ev ->         2.12 ms/ev hpsPFTauDiscriminationByMVA6TightElectronRejectionBoosted
   +1.485255      +0.00%         0.05 ms/ev ->         0.33 ms/ev hpsPFTauDiscriminationByTightIsolationMVArun2v1DBoldDMwLTBoosted
   +1.482489      +0.02%         0.31 ms/ev ->         2.11 ms/ev hpsPFTauDiscriminationByMVA6MediumElectronRejectionBoosted
   +1.481865      +0.00%         0.05 ms/ev ->         0.34 ms/ev hpsPFTauDiscriminationByVTightIsolationMVArun2v1PWdR03oldDMwLTBoosted
   +1.481081      +0.00%         0.05 ms/ev ->         0.32 ms/ev hpsPFTauDiscriminationByVVTightIsolationMVArun2v1DBoldDMwLTBoosted
   +1.480519      +0.00%         0.05 ms/ev ->         0.34 ms/ev hpsPFTauDiscriminationByVVTightIsolationMVArun2v1PWoldDMwLTBoosted
   +1.478723      +0.00%         0.05 ms/ev ->         0.33 ms/ev hpsPFTauDiscriminationByVLooseIsolationMVArun2v1DBoldDMwLTBoosted
   +1.476923      +0.00%         0.05 ms/ev ->         0.34 ms/ev hpsPFTauDiscriminationByMediumIsolationMVArun2v1PWdR03oldDMwLTBoosted
   +1.475410      +0.00%         0.05 ms/ev ->         0.32 ms/ev hpsPFTauDiscriminationByMediumIsolationMVArun2v1DBoldDMwLTBoosted
   +1.467245      +0.10%         1.35 ms/ev ->         8.80 ms/ev slimmedMuons
   +1.465438      +0.00%         0.06 ms/ev ->         0.38 ms/ev hpsPFTauDiscriminationByMediumIsolationMVArun2v1DBdR03oldDMwLTBoosted
   +1.450980      +0.00%         0.05 ms/ev ->         0.31 ms/ev hpsPFTauDiscriminationByVVTightIsolationMVArun2v1DBnewDMwLTBoosted
   +1.447917      +0.00%         0.05 ms/ev ->         0.33 ms/ev hpsPFTauDiscriminationByVLooseIsolationMVArun2v1PWoldDMwLTBoosted
   +1.442623      +0.00%         0.05 ms/ev ->         0.32 ms/ev hpsPFTauDiscriminationByMediumIsolationMVArun2v1DBnewDMwLTBoosted
   +1.439725      +0.05%         0.65 ms/ev ->         4.01 ms/ev pfMassDecorrelatedDeepBoostedJetTagsSlimmedAK8DeepTags
   +1.439560      +0.00%         0.05 ms/ev ->         0.31 ms/ev hpsPFTauDiscriminationByVLooseIsolationMVArun2v1DBnewDMwLTBoosted
   +1.434886      +0.01%         0.18 ms/ev ->         1.09 ms/ev patJetCorrFactorsAK8Puppi
   +1.431884      +0.00%         0.05 ms/ev ->         0.30 ms/ev hpsPFTauDiscriminationByVVLooseIsolationMVArun2v1DBnewDMwLTBoosted
   +1.398496      +0.00%         0.06 ms/ev ->         0.34 ms/ev hpsPFTauDiscriminationByVTightIsolationMVArun2v1PWnewDMwLTBoosted
   +1.389646      +0.00%         0.06 ms/ev ->         0.31 ms/ev hpsPFTauDiscriminationByTightIsolationMVArun2v1DBnewDMwLTBoosted
   +1.386503      +0.00%         0.05 ms/ev ->         0.28 ms/ev hpsPFTauDiscriminationByVTightIsolationMVArun2v1DBnewDMwLTBoosted
   +1.381169      +0.08%         1.33 ms/ev ->         7.25 ms/ev pfDeepDoubleCvBJetTagsSlimmedAK8DeepTags
   +1.379439      +0.08%         1.33 ms/ev ->         7.23 ms/ev pfDeepDoubleBvLJetTagsSlimmedAK8DeepTags
   +1.374076      +0.08%         1.33 ms/ev ->         7.19 ms/ev pfMassIndependentDeepDoubleCvLJetTagsSlimmedAK8DeepTags
   +1.373806      +0.08%         1.33 ms/ev ->         7.16 ms/ev pfDeepDoubleCvLJetTagsSlimmedAK8DeepTags
   +1.373180      +0.08%         1.32 ms/ev ->         7.12 ms/ev pfMassIndependentDeepDoubleBvLJetTagsSlimmedAK8DeepTags
   +1.343042      +0.09%         1.54 ms/ev ->         7.86 ms/ev pfMassIndependentDeepDoubleCvBJetTagsSlimmedAK8DeepTags
   +1.325269      +0.01%         0.25 ms/ev ->         1.24 ms/ev softPFElectronBJetTagsPuppi
   +1.267606      +0.00%         0.03 ms/ev ->         0.12 ms/ev selectedPrimaryVertexHighestPtTrackSumForPFMEtCorrType0Puppi
   +1.243243      +0.00%         0.01 ms/ev ->         0.03 ms/ev hcalLaserEventFilter
   +1.200000      +0.00%         0.01 ms/ev ->         0.02 ms/ev ak4PFPuppiL2RelativeCorrector
   +1.172414      +0.00%         0.03 ms/ev ->         0.12 ms/ev ak8PFJetsPuppiSoftDropMass
   +1.153829      +0.04%         0.97 ms/ev ->         3.63 ms/ev hpsPFTauDiscriminationByIsolationMVArun2v1DBnewDMwLTrawBoosted
   +1.111111      +0.00%         0.01 ms/ev ->         0.03 ms/ev tauGenJetsSelectorAllHadrons
   +1.073171      +0.01%         0.19 ms/ev ->         0.63 ms/ev basicJetsForMetPuppi
   +1.004444      +0.00%         0.06 ms/ev ->         0.17 ms/ev patCaloMet
   +0.946225      +0.02%         0.97 ms/ev ->         2.71 ms/ev hpsPFTauDiscriminationByIsolationMVArun2v1PWnewDMwLTrawBoosted
   +0.940141      +0.01%         0.30 ms/ev ->         0.84 ms/ev shiftedPatJetResUpNoHF
   +0.930955      +0.02%         0.93 ms/ev ->         2.55 ms/ev hpsPFTauDiscriminationByIsolationMVArun2v1PWoldDMwLTrawBoosted
   +0.917189      +0.01%         0.39 ms/ev ->         1.05 ms/ev pfDeepBoostedJetTagsSlimmedAK8DeepTags
   +0.901639      +0.01%         0.34 ms/ev ->         0.89 ms/ev patJetCorrFactorsAK8
   +0.892682      +0.02%         0.96 ms/ev ->         2.50 ms/ev hpsPFTauDiscriminationByIsolationMVArun2v1PWdR03oldDMwLTrawBoosted
   +0.888367      +0.02%         0.95 ms/ev ->         2.46 ms/ev hpsPFTauDiscriminationByIsolationMVArun2v1DBoldDMwLTrawBoosted
   +0.876550      +0.01%         0.52 ms/ev ->         1.33 ms/ev pfCombinedMVAV2BJetTagsAK8Puppi
   +0.778261      +0.01%         0.56 ms/ev ->         1.28 ms/ev ak4PFCHSResidualCorrectorNoHF
   +0.750583      +0.07%         4.29 ms/ev ->         9.44 ms/ev CHSCands
   +0.729635      +0.76%        47.74 ms/ev ->       102.58 ms/ev chargedHadronTrackResolutionFilter
   +0.660633      +0.01%         0.96 ms/ev ->         1.91 ms/ev hpsPFTauDiscriminationByIsolationMVArun2v1DBdR03oldDMwLTrawBoosted
   +0.630786      +0.11%         8.87 ms/ev ->        17.04 ms/ev QGTagger
   +0.510224      +0.01%         0.76 ms/ev ->         1.29 ms/ev reducedEgamma
   +0.493377      +1.03%       113.31 ms/ev ->       187.53 ms/ev MINIAODSIMoutput
   +0.467229      +0.01%         1.18 ms/ev ->         1.90 ms/ev ak8PFJetsPuppiSoftDrop
   +0.420645      +0.00%         0.61 ms/ev ->         0.94 ms/ev patJetPartonMatchAK8
   +0.408206      +0.07%         9.58 ms/ev ->        14.50 ms/ev patPhotonsFromMultiCl
   +0.399156      +0.05%         6.83 ms/ev ->        10.23 ms/ev TrkCands
   -0.366273      -0.06%        13.13 ms/ev ->         9.07 ms/ev puppiForMET
   +0.366002      +0.00%         0.47 ms/ev ->         0.68 ms/ev pfLeptonsPUPPET
   +0.330795      +0.01%         1.37 ms/ev ->         1.91 ms/ev pfCombinedMVAV2BJetTagsPuppi
   +0.328585      +0.00%         0.44 ms/ev ->         0.61 ms/ev egmPhotonIDs
   +0.309154      +0.00%         0.98 ms/ev ->         1.34 ms/ev pfMetNoHF
   +0.258450      +0.02%         3.79 ms/ev ->         4.91 ms/ev pfPileUpAllChargedParticlesPFBRECO
   +0.257732      +0.00%         0.51 ms/ev ->         0.66 ms/ev shiftedPatPhotonEnUpNoHF
   +0.254269      +0.00%         0.69 ms/ev ->         0.89 ms/ev tmpPFCandCollPtrNoHF
   +0.249482      +0.00%         1.06 ms/ev ->         1.36 ms/ev EcalDeadCellBoundaryEnergyFilter
   +0.222222      +0.00%         0.60 ms/ev ->         0.74 ms/ev goodOfflinePrimaryVerticesNoHF
   -0.213007      -0.24%        89.84 ms/ev ->        72.54 ms/ev deepTau2017v2
   +0.205912      +0.02%         7.16 ms/ev ->         8.81 ms/ev noHFCands
   +0.164879      +0.29%       118.51 ms/ev ->       139.80 ms/ev isolatedTracks
   +0.154868      +0.03%        12.92 ms/ev ->        15.09 ms/ev ak8PFJetsCHSSoftDrop
   +0.150186      +0.03%        14.69 ms/ev ->        17.08 ms/ev prunedGenParticlesWithStatusOne
   +0.135583      +0.24%       119.97 ms/ev ->       137.41 ms/ev pfPileUpJMENoHF
   +0.112016      +0.32%       195.53 ms/ev ->       218.73 ms/ev primaryVertexAssociation
   +0.093979      +0.21%       153.77 ms/ev ->       168.94 ms/ev hpsPFTauPUcorrPtSumdR03Boosted
   +0.093352      +0.03%        18.92 ms/ev ->        20.78 ms/ev recoTauAK4PFJets08RegionBoosted
   +0.092467      +0.11%        81.50 ms/ev ->        89.40 ms/ev NjettinessAK8
   +0.092403      +0.17%       125.37 ms/ev ->       137.52 ms/ev packedPFCandidates
   +0.091298      +0.20%       154.07 ms/ev ->       168.81 ms/ev hpsPFTauPUcorrPtSumBoosted
   +0.089794      +0.01%        10.16 ms/ev ->        11.11 ms/ev ak4PFJetsPuppi
   +0.087502      +0.33%       263.32 ms/ev ->       287.41 ms/ev muonPUPPIIsolation
   -0.086330      -0.01%         8.69 ms/ev ->         7.97 ms/ev patTaus
   -0.083709      -0.01%        10.29 ms/ev ->         9.47 ms/ev pfImpactParameterTagInfosAK8Puppi
   +0.068893      +0.25%       251.17 ms/ev ->       269.09 ms/ev hgcPhotonID
   +0.064075      +0.04%        45.05 ms/ev ->        48.03 ms/ev pileupJetId
   +0.063619      +0.15%       165.14 ms/ev ->       175.99 ms/ev pfPileUpIsoPFBRECO
   +0.063109      +0.39%       429.00 ms/ev ->       456.96 ms/ev puppi
   +0.060959      +0.17%       197.52 ms/ev ->       209.94 ms/ev pfNoPileUpJMENoHF
   +0.057012      +0.02%        26.29 ms/ev ->        27.84 ms/ev pfImpactParameterTagInfosPuppi
   +0.056099      +0.13%       160.56 ms/ev ->       169.82 ms/ev hpsPFTauDiscriminationByRawCombinedIsolationDBSumPtCorr3HitsBoosted
   +0.053852      +0.00%         5.20 ms/ev ->         5.49 ms/ev pfImpactParameterAK8TagInfosAK8Puppi
   +0.052209      +0.00%         5.33 ms/ev ->         5.62 ms/ev boostedTauSeeds
   -0.051362      -0.03%        36.19 ms/ev ->        34.37 ms/ev pfImpactParameterTagInfosSlimmedDeepFlavour
   +0.050801      +0.19%       263.02 ms/ev ->       276.73 ms/ev muonPUPPINoLeptonsIsolation
  ---------- ------------     --------                  ----       ------------
Job total:  7.22211 s/ev ==> 10.0648 s/ev

The same excluding the first 1 events
  delta/mean delta/orJob     original                   new       module name
  ---------- ------------     --------                  ----       ------------
   +1.610897      +0.02%         0.15 ms/ev ->         1.44 ms/ev pfElectrons
   +1.542404      +0.12%         1.25 ms/ev ->         9.68 ms/ev slimmedMuons
   +1.482841      +0.05%         0.65 ms/ev ->         4.41 ms/ev pfMassDecorrelatedDeepBoostedJetTagsSlimmedAK8DeepTags
   +1.429030      +0.10%         1.34 ms/ev ->         8.05 ms/ev pfDeepDoubleCvBJetTagsSlimmedAK8DeepTags
   +1.427383      +0.10%         1.34 ms/ev ->         8.03 ms/ev pfDeepDoubleBvLJetTagsSlimmedAK8DeepTags
   +1.422438      +0.10%         1.35 ms/ev ->         7.99 ms/ev pfMassIndependentDeepDoubleCvLJetTagsSlimmedAK8DeepTags
   +1.422236      +0.10%         1.34 ms/ev ->         7.95 ms/ev pfDeepDoubleCvLJetTagsSlimmedAK8DeepTags
   +1.421604      +0.10%         1.34 ms/ev ->         7.91 ms/ev pfMassIndependentDeepDoubleBvLJetTagsSlimmedAK8DeepTags
   +1.393419      +0.10%         1.56 ms/ev ->         8.73 ms/ev pfMassIndependentDeepDoubleCvBJetTagsSlimmedAK8DeepTags
   +1.096735      +0.00%         0.01 ms/ev ->         0.03 ms/ev tauGenJetsSelectorAllHadrons
   +0.986327      +0.01%         0.39 ms/ev ->         1.16 ms/ev pfDeepBoostedJetTagsSlimmedAK8DeepTags
   +0.555042      +0.01%         1.19 ms/ev ->         2.11 ms/ev ak8PFJetsPuppiSoftDrop
   -0.471049      -0.00%         0.88 ms/ev ->         0.54 ms/ev electronMVAValueMapProducer
   -0.450260      -0.01%         1.44 ms/ev ->         0.91 ms/ev egmGsfElectronIDs
   -0.390245      -0.00%         0.64 ms/ev ->         0.43 ms/ev elPFIsoDepositPUPAT
   -0.381327      -0.05%        11.31 ms/ev ->         7.69 ms/ev puppiForMET
   -0.299173      -0.01%         3.44 ms/ev ->         2.55 ms/ev patElectrons
   -0.291702      -0.00%         0.71 ms/ev ->         0.53 ms/ev corrPfMetType1NoHF
   -0.290792      -0.01%         1.52 ms/ev ->         1.14 ms/ev patJetCorrFactorsTransientCorrectedSlimmedDeepFlavour
   -0.285266      -0.01%         3.75 ms/ev ->         2.81 ms/ev pfPileUpAllChargedParticlesPFBRECO
   -0.283605      -0.02%         4.89 ms/ev ->         3.67 ms/ev patElectronsFromMultiCl
   -0.276074      -0.01%         2.46 ms/ev ->         1.87 ms/ev puppiMerged
   -0.271892      -0.01%         1.65 ms/ev ->         1.25 ms/ev pfCombinedCvsLJetTagsPuppi
   -0.265408      -0.01%         2.60 ms/ev ->         1.99 ms/ev egmElectronPUPPINoLeptonsIsolation
   -0.263592      -0.01%         2.62 ms/ev ->         2.01 ms/ev egmElectronPUPPIIsolation
   -0.258468      -0.01%         1.68 ms/ev ->         1.29 ms/ev patPFMetTxyCorrPuppi
   -0.257964      -0.01%         2.15 ms/ev ->         1.66 ms/ev basicJetsForMet
   -0.256541      -0.01%         3.07 ms/ev ->         2.37 ms/ev patTausBoosted
   -0.253025      -0.58%       176.86 ms/ev ->       137.14 ms/ev pfDeepFlavourJetTagsSlimmedDeepFlavour
   -0.247466      -0.01%         1.83 ms/ev ->         1.43 ms/ev oniaPhotonCandidates
   -0.241003      -0.04%        12.59 ms/ev ->         9.88 ms/ev ak8PFJetsCHSSoftDrop
   -0.236827      -0.00%         1.40 ms/ev ->         1.10 ms/ev updatedPatJetsTransientCorrectedSlimmedDeepFlavour
   -0.236365      -0.00%         0.78 ms/ev ->         0.61 ms/ev selectedVerticesForPFMEtCorrType0
   -0.234834      -0.01%         4.64 ms/ev ->         3.66 ms/ev ak4PFJetsLegacyHPSPiZerosBoosted
   -0.233921      -0.00%         1.10 ms/ev ->         0.87 ms/ev updatedPatJetsSlimmedDeepFlavour
   -0.233822      -0.00%         1.42 ms/ev ->         1.12 ms/ev patJetCharge
   -0.230331      -0.32%       108.31 ms/ev ->        85.94 ms/ev MINIAODSIMoutput
   -0.227476      -0.00%         0.88 ms/ev ->         0.70 ms/ev basicJetsForMetNoHF
   -0.226372      -0.01%         3.12 ms/ev ->         2.49 ms/ev lostTracks
   -0.223785      -0.00%         0.80 ms/ev ->         0.64 ms/ev patJetsNoHF
   -0.220853      -0.01%         3.64 ms/ev ->         2.91 ms/ev patJets
   -0.217348      -0.00%         0.75 ms/ev ->         0.60 ms/ev patJetsAK8
   -0.216325      -0.02%         8.47 ms/ev ->         6.82 ms/ev patTaus
   -0.213725      -0.25%        89.71 ms/ev ->        72.39 ms/ev deepTau2017v2
   -0.212570      -0.31%       112.28 ms/ev ->        90.71 ms/ev isolatedTracks
   -0.209040      -0.00%         0.73 ms/ev ->         0.59 ms/ev selectedVerticesForPFMEtCorrType0NoHF
   -0.205783      -0.00%         0.72 ms/ev ->         0.59 ms/ev pfMetPuppi
   -0.203559      -0.00%         1.21 ms/ev ->         0.99 ms/ev pfCombinedCvsBJetTagsPuppi
   -0.201757      -0.00%         0.78 ms/ev ->         0.64 ms/ev shiftedPatMETCorrUnclusteredEnDown
   -0.201564      -0.00%         0.81 ms/ev ->         0.66 ms/ev patPFMetT1T2Corr
   -0.157225      -0.01%         6.89 ms/ev ->         5.88 ms/ev noHFCands
   -0.150202      -0.05%        25.87 ms/ev ->        22.26 ms/ev pfImpactParameterTagInfosPuppi
   -0.147934      -0.03%        14.69 ms/ev ->        12.67 ms/ev ak4PFJetsCHSNoHF
   -0.147450      -0.07%        35.87 ms/ev ->        30.94 ms/ev pfImpactParameterTagInfosSlimmedDeepFlavour
   -0.145586      -0.87%       442.52 ms/ev ->       382.46 ms/ev puppiNoLep
   -0.144855      -0.02%         9.62 ms/ev ->         8.32 ms/ev cleanedEcalDrivenGsfElectronsFromMultiCl
   -0.144463      -0.32%       165.51 ms/ev ->       143.21 ms/ev pfCandidateToVertexAssociation
   -0.139227      -0.42%       221.18 ms/ev ->       192.39 ms/ev hgcElectronID
   -0.136299      -0.02%         9.94 ms/ev ->         8.67 ms/ev ak4PFJetsPuppi
   -0.135107      -0.02%        12.39 ms/ev ->        10.82 ms/ev ak8PFJetsPuppi
   -0.134565      -0.21%       117.62 ms/ev ->       102.79 ms/ev combinatoricRecoTausBoosted
   -0.134446      -0.01%         8.14 ms/ev ->         7.11 ms/ev QGTagger
   -0.132575      -0.02%         8.36 ms/ev ->         7.32 ms/ev patPhotonsFromMultiCl
   -0.130894      -0.08%        43.78 ms/ev ->        38.40 ms/ev ca8PFJetsCHSprunedForBoostedTaus
   -0.129466      -0.02%        11.80 ms/ev ->        10.36 ms/ev pfRecoTauTagInfoProducerBoosted
   -0.120546      -1.42%       864.51 ms/ev ->       766.22 ms/ev pfNoPileUpIsoPFBRECO
   -0.115132      -0.19%       122.31 ms/ev ->       108.99 ms/ev packedPFCandidates
   -0.109225      -0.02%        10.68 ms/ev ->         9.57 ms/ev patJetFlavourAssociation
   -0.106753      -0.04%        27.85 ms/ev ->        25.03 ms/ev patPFMet
   -0.106527      -0.01%         6.39 ms/ev ->         5.74 ms/ev TrkCands
   -0.104813      -0.15%       107.02 ms/ev ->        96.36 ms/ev hpsPFTauDiscriminationByPhotonPtSumOutsideSignalConeBoosted
   -0.104431      -0.36%       247.77 ms/ev ->       223.18 ms/ev hgcPhotonID
   -0.104011      -0.23%       157.71 ms/ev ->       142.12 ms/ev hpsPFTauDiscriminationByRawCombinedIsolationDBSumPtCorr3HitsBoosted
   -0.103855      -0.01%         8.74 ms/ev ->         7.88 ms/ev patJetFlavourAssociationAK8
   -0.103468      -0.04%        28.26 ms/ev ->        25.48 ms/ev patMETs
   -0.097518      -0.03%        18.67 ms/ev ->        16.94 ms/ev recoTauAK4PFJets08RegionBoosted
   -0.094754      -0.06%        46.49 ms/ev ->        42.29 ms/ev chargedHadronTrackResolutionFilter
   -0.092214      -0.25%       195.06 ms/ev ->       177.86 ms/ev pfNoPileUpJMENoHF
   -0.089872      -0.15%       117.90 ms/ev ->       107.76 ms/ev pfPileUpJMENoHF
   -0.089491      -0.10%        80.14 ms/ev ->        73.28 ms/ev NjettinessAK8
   -0.089027      -0.01%         6.18 ms/ev ->         5.66 ms/ev hpsPFTauProducerSansRefsBoosted
   -0.088768      -0.20%       163.07 ms/ev ->       149.21 ms/ev pfPileUpIsoPFBRECO
   -0.088549      -0.03%        24.09 ms/ev ->        22.05 ms/ev muPFIsoDepositPUPAT
   -0.088174      -0.05%        39.59 ms/ev ->        36.25 ms/ev ak4PFJetsRecoTauChargedHadronsBoosted
   -0.088075      -0.13%       107.34 ms/ev ->        98.28 ms/ev hpsPFTauNeutralIsoPtSumWeightdR03Boosted
   -0.085452      -0.18%       153.12 ms/ev ->       140.57 ms/ev hpsPFTauDiscriminationByMediumCombinedIsolationDBSumPtCorr3HitsBoosted
   -0.083725      -0.12%       106.92 ms/ev ->        98.33 ms/ev hpsPFTauNeutralIsoPtSumWeightBoosted
   -0.080595      -0.17%       152.67 ms/ev ->       140.84 ms/ev hpsPFTauDiscriminationByLooseCombinedIsolationDBSumPtCorr3HitsBoosted
   -0.079628      -0.59%       532.29 ms/ev ->       491.53 ms/ev patMuons
   -0.073727      -0.44%       425.17 ms/ev ->       394.94 ms/ev puppi
   -0.072112      -0.19%       192.59 ms/ev ->       179.19 ms/ev primaryVertexAssociation
   -0.072061      -0.15%       151.78 ms/ev ->       141.22 ms/ev hpsPFTauDiscriminationByTightCombinedIsolationDBSumPtCorr3HitsBoosted
   -0.071806      -0.01%         9.91 ms/ev ->         9.23 ms/ev pfImpactParameterTagInfosAK8Puppi
   -0.071201      -0.04%        44.21 ms/ev ->        41.17 ms/ev pileupJetId
   -0.056801      -0.21%       260.95 ms/ev ->       246.54 ms/ev muonPUPPINoLeptonsIsolation
   -0.055308      -0.20%       261.24 ms/ev ->       247.18 ms/ev muonPUPPIIsolation
   -0.053983      -0.12%       152.14 ms/ev ->       144.14 ms/ev hpsPFTauPUcorrPtSumBoosted
   -0.050955      -0.11%       151.84 ms/ev ->       144.30 ms/ev hpsPFTauPUcorrPtSumdR03Boosted
   +0.050710      +0.00%         5.17 ms/ev ->         5.44 ms/ev pfImpactParameterAK8TagInfosAK8Puppi
  ---------- ------------     --------                  ----       ------------
Job total:  6.90073 s/ev ==> 6.24795 s/ev
